47,0
72,1
80,2
98,3
123,4
131,5
162,6
178,7
203,8
344,9
395,10
411,11
415,12
437,13
483,14
496,15
501,16
524,17
534,18
547,19
553,20
554,21
555,22
589,23
640,24
644,25
645,26
655,27
682,28
744,29
755,30
767,31
769,32
861,33
886,34
908,35
951,36
966,37
1006,38
1031,39
1045,40
1113,41
1123,42
1138,43
1192,44
1201,45
1204,46
1206,47
1226,48
1244,49
1355,50
1363,51
1374,52
1486,53
1487,54
1526,55
1541,56
1563,57
1610,58
1645,59
1657,60
1697,61
1721,62
1769,63
1770,64
1793,65
1800,66
1834,67
1846,68
1960,69
2003,70
2010,71
2011,72
2017,73
2032,74
2116,75
2134,76
2166,77
2203,78
2204,79
2241,80
2265,81
2272,82
2304,83
2327,84
2337,85
2370,86
2385,87
2386,88
2393,89
2432,90
2469,91
2472,92
2473,93
2481,94
2528,95
2549,96
2571,97
2604,98
2638,99
2652,100
2658,101
2700,102
2718,103
2731,104
2739,105
2750,106
2754,107
2821,108
2848,109
2865,110
2888,111
2898,112
2914,113
2958,114
2964,115
2982,116
3050,117
3054,118
3069,119
3093,120
3123,121
3145,122
3164,123
3165,124
3176,125
3185,126
3186,127
3232,128
3268,129
3276,130
3316,131
3351,132
3381,133
3411,134
3475,135
3491,136
3539,137
3582,138
3594,139
3638,140
3644,141
3688,142
3699,143
3752,144
3758,145
3763,146
3772,147
3777,148
3801,149
3830,150
3842,151
3846,152
3892,153
3908,154
3992,155
4001,156
4019,157
4022,158
4032,159
4040,160
4049,161
4061,162
4082,163
4083,164
4095,165
4107,166
4125,167
4164,168
4188,169
4200,170
4202,171
4232,172
4243,173
4250,174
4274,175
4283,176
4289,177
4332,178
4359,179
4360,180
4366,181
4368,182
4380,183
4388,184
4462,185
4501,186
4510,187
4517,188
4545,189
4575,190
4604,191
4619,192
4639,193
4647,194
4651,195
4654,196
4688,197
4698,198
4703,199
4719,200
4724,201
4740,202
4743,203
4745,204
4773,205
4787,206
4844,207
4859,208
4877,209
4940,210
4965,211
4972,212
4988,213
4989,214
5012,215
5152,216
5156,217
5157,218
5174,219
5186,220
5190,221
5211,222
5214,223
5264,224
5272,225
5282,226
5324,227
5339,228
5351,229
5365,230
5384,231
5414,232
5473,233
5598,234
5633,235
5645,236
5676,237
5686,238
5692,239
5725,240
5726,241
5740,242
5748,243
5751,244
5762,245
5767,246
5771,247
5813,248
5874,249
5939,250
5965,251
5976,252
6004,253
6047,254
6049,255
6101,256
6156,257
6172,258
6186,259
6187,260
6224,261
6225,262
6246,263
6275,264
6279,265
6288,266
6326,267
6330,268
6364,269
6374,270
6429,271
6433,272
6441,273
6456,274
6468,275
6524,276
6532,277
6585,278
6587,279
6588,280
6598,281
6643,282
6679,283
6733,284
6752,285
6766,286
6809,287
6827,288
6830,289
6858,290
6866,291
6884,292
6945,293
6950,294
6957,295
6966,296
6969,297
6981,298
7002,299
7015,300
7023,301
7031,302
7035,303
7065,304
7087,305
7089,306
7111,307
7129,308
7153,309
7193,310
7196,311
7215,312
7287,313
7394,314
7399,315
7426,316
7436,317
7450,318
7451,319
7495,320
7504,321
7516,322
7558,323
7576,324
7586,325
7587,326
7618,327
7624,328
7625,329
7631,330
7677,331
7685,332
7709,333
7760,334
7769,335
7814,336
7839,337
7874,338
7875,339
7904,340
7919,341
7928,342
7930,343
7935,344
7966,345
7974,346
7983,347
8009,348
8026,349
8057,350
8074,351
8105,352
8135,353
8189,354
8247,355
8255,356
8282,357
8301,358
8316,359
8350,360
8385,361
8388,362
8405,363
8417,364
8460,365
8642,366
8685,367
8699,368
8715,369
8725,370
8773,371
8776,372
8828,373
8831,374
8832,375
8841,376
8874,377
8885,378
8899,379
8910,380
8939,381
8964,382
8977,383
8979,384
8989,385
9046,386
9107,387
9159,388
9173,389
9221,390
9258,391
9260,392
9262,393
9280,394
9305,395
9337,396
9365,397
9423,398
9436,399
9444,400
9445,401
9479,402
9493,403
9505,404
9584,405
9586,406
9587,407
9600,408
9621,409
9655,410
9668,411
9680,412
9712,413
9716,414
9718,415
9738,416
9758,417
9764,418
9802,419
9829,420
9863,421
9866,422
9880,423
9886,424
9924,425
9946,426
9973,427
10009,428
10021,429
10040,430
10041,431
10046,432
10060,433
10064,434
10089,435
10094,436
10101,437
10117,438
10173,439
10216,440
10253,441
10269,442
10295,443
10303,444
10334,445
10404,446
10407,447
10470,448
10503,449
10551,450
10577,451
10584,452
10608,453
10635,454
10643,455
10655,456
10686,457
10693,458
10710,459
10718,460
10729,461
10779,462
10783,463
10815,464
10857,465
10904,466
